description,category
Great Learning 1748.88 INR,EDUCATION
Salary Credit order 1250,INCOME
Fortis Hospital -promo,HEALTH
YouTube Premium 4129.89,SUBSCRIPTIONS
Blinkit POS 7531,GROCERIES
1mg Pharmacy IN,HEALTH
Rapido Mumbai,TRANSPORT
Ola UPI 1305,TRANSPORT
Apollo Clinic GPay txn 9757,HEALTH
GoFirst 3097.10,TRAVEL
ICICI Bank UPI 670,BANKING
HPCL Fuel order 2416,FUEL
Kotak Bank POS 1659,BANKING
1mg Pharmacy order 9550,HEALTH
ICICI Bank GPay txn 6998,BANKING
Zomato -promo,RESTAURANTS
RedBus order 1574,TRANSPORT
Kotak Bank 4548.78 INR,BANKING
1mg Pharmacy 2676.49 INR,HEALTH
Zmt 9825.44 INR,RESTAURANTS
SBI Bank Bangalore,BANKING
Uber order 2437,TRANSPORT
Dominos Bangalore,RESTAURANTS
Headspace IN,SUBSCRIPTIONS
Air India order 9518,TRAVEL
School Payment order 2648,EDUCATION
Upstox POS 8751,INVESTMENT
Cafe Coffee Day GPay txn 5478,RESTAURANTS
Nykaa 4796.03 INR,SHOPPING
Axis Bank 3376.49 INR,BANKING
NestAway UPI 1951,RENT
Bharat Petroleum ACH 3578,FUEL
SBI Bank #4288,BANKING
Netflix POS 8998,ENTERTAINMENT
IRCTC 4632.62,TRANSPORT
Reliance Fuel ACH 4078,FUEL
Zept0 UPI 5170,GROCERIES
Prime Music Bangalore,ENTERTAINMENT
Zerodha GPay txn 6739,INVESTMENT
Netflix ACH 8314,ENTERTAINMENT
Landlord UPI 9305,RENT
Amazon Prime Video UPI 6919,ENTERTAINMENT
MakeMyTrip POS 9396,TRAVEL
Rent Payment POS 3226,RENT
Nature's Basket 7098.39 INR,GROCERIES
Reliance Fresh 3498.50 INR,GROCERIES
Barbeque Nation UPI 9680,RESTAURANTS
Indian Oil NEFT 9325,FUEL
India Oil POS 2989,FUEL
NoBroker Rent ACH 5468,RENT
Prime Music 944.73 INR,ENTERTAINMENT
Cult.fit Mumbai,SUBSCRIPTIONS
Tanishq order 149,SHOPPING
Great Learning Mumbai,EDUCATION
AWS Subscription POS 2225,SUBSCRIPTIONS
Unacademy -promo,EDUCATION
Sharekhan #9544,INVESTMENT
Paycheck Bangalore,INCOME
Fortis Hospital POS 7840,HEALTH
NestAway #3625,RENT
More Supermarket order 2603,GROCERIES
OYO Rooms POS 8994,TRAVEL
RedBus 6731.54 INR,TRANSPORT
Pharmeasy Mumbai,HEALTH
Reliance Fuel Bangalore,FUEL
Coursera online,EDUCATION
Byju's online,EDUCATION
Reliance Fuel Bangalore,FUEL
Amzn India order 831,SHOPPING
Employer Inc Mumbai,INCOME
ICICI Direct order 6435,INVESTMENT
Barbeque Nation GPay txn 7097,RESTAURANTS
More Supermarket Mumbai,GROCERIES
ICICI Payroll 4923.58 INR,INCOME
HDFC Bank ACH 9517,BANKING
Vistara Bangalore,TRAVEL
JioFiber NEFT 4537,UTILITIES
HDFC Bank IN,BANKING
Sviggy #2522,RESTAURANTS
Upstox UPI 6756,INVESTMENT
Yatra.com 7378.02,TRAVEL
Upstox Mumbai,INVESTMENT
Airport Taxi -promo,TRANSPORT
IRCTC IN,TRANSPORT
Axis Bank GPay txn 3754,BANKING
Axis Bank UPI 9232,BANKING
Zomato 9640.26,RESTAURANTS
Amazon Prime Video IN,ENTERTAINMENT
Amazon Prime Video order 3539,ENTERTAINMENT
ICICI Bank NEFT 5387,BANKING
Rapido ACH 7479,TRANSPORT
Vistara IN,TRAVEL
SBI Bank Mumbai,BANKING
Flipkart Mumbai,SHOPPING
PVR Cinemas Mumbai,ENTERTAINMENT
Mutual Fund ACH 3337,INVESTMENT
OYO Rooms Bangalore,TRAVEL
Yatra.com 2826.53 INR,TRAVEL
Rapido 9611.05 INR,TRANSPORT
Landlord NEFT 1695,RENT
ICICI Payroll -promo,INCOME
Cafe Coffee Day UPI 7183,RESTAURANTS
Ajio online,SHOPPING
Swiggy UPI 7447,RESTAURANTS
Indian Coffee House 3574.99 INR,RESTAURANTS
Groww +tax 6364.32,INVESTMENT
Tanishq -promo,SHOPPING
MakeMyTrip -promo,TRAVEL
Swiggy NEFT 1379,RESTAURANTS
Apollo Clinic UPI 2288,HEALTH
Grocery Market ACH 9882,GROCERIES
Pharmeasy 1932.72,HEALTH
Salary Credit +tax 9485.83,INCOME
Headspace order 3211,SUBSCRIPTIONS
HPCL Fuel 2215.55 INR,FUEL
School Payment online,EDUCATION
Myntra +tax 7735.74,SHOPPING
Mahanagar Gas 8128.25 INR,UTILITIES
Barbeque Nation UPI 504,RESTAURANTS
Airport Taxi #6197,TRANSPORT
Amazon.in IN,SHOPPING
Tanishq +tax 1119.99,SHOPPING
IRCTC Mumbai,TRANSPORT
Nature's Basket #9522,GROCERIES
Upstox Mumbai,INVESTMENT
NoBroker Rent +tax 2479.22,RENT
Headspace +tax 5187.66,SUBSCRIPTIONS
Bharat Petroleum 795.15 INR,FUEL
Paycheck online,INCOME
Byju's +tax 6213.64,EDUCATION
Indian Coffee House POS 2445,RESTAURANTS
Uber India Mumbai,TRANSPORT
YouTube Premium #2880,SUBSCRIPTIONS
Doctor Visit online,HEALTH
Motilal Oswal ACH 504,INVESTMENT
Grocery Market POS 5532,GROCERIES
Byju's Mumbai,EDUCATION
Flpkart +tax 8924.65,SHOPPING
HPCL Fuel GPay txn 4001,FUEL
Headspace ACH 8321,SUBSCRIPTIONS
Rent Payment -promo,RENT
Motilal Oswal order 2630,INVESTMENT
Axis Bank 8464.11 INR,BANKING
Indian Oil -promo,FUEL
Gaana +tax 3045.62,ENTERTAINMENT
HPCL Fuel ACH 708,FUEL
BESCOM 840.27 INR,UTILITIES
Amazon Web Services UPI 3715,SUBSCRIPTIONS
Amazon Web Services POS 1544,SUBSCRIPTIONS
OYO Rooms #8739,TRAVEL
Byju's +tax 2649.85,EDUCATION
Spotify 4595.79 INR,ENTERTAINMENT
Mutual Fund online,INVESTMENT
Dropbox plan order 3446,SUBSCRIPTIONS
SBI Bank Mumbai,BANKING
ICICI Payroll order 196,INCOME
Hdfc Bank -promo,BANKING
JioFiber 6974.09 INR,UTILITIES
SIP Investment Mumbai,INVESTMENT
Spotify #9339,ENTERTAINMENT
Bharat Petroleum online,FUEL
Udemy POS 1319,EDUCATION
Air India GPay txn 8985,TRAVEL
Reliance Fuel POS 754,FUEL
Byju's 4145.15 INR,EDUCATION
Hdfc Bank online,BANKING
Croma +tax 7663.13,SHOPPING
Canva Pro Mumbai,SUBSCRIPTIONS
Udemy IN,EDUCATION
1mg Pharmacy #9555,HEALTH
Apartment Dues Bangalore,RENT
NoBroker Rent order 6876,RENT
Employer Inc GPay txn 3714,INCOME
Upstox 2567.25,INVESTMENT
RedBus Mumbai,TRANSPORT
Pharmeasy GPay txn 2009,HEALTH
Amazon India NEFT 2668,SHOPPING
Uber NEFT 4898,TRANSPORT
Doctor Visit order 8735,HEALTH
BigBasket Bangalore,GROCERIES
SBI Bank #7657,BANKING
ICICI Payroll -promo,INCOME
HDFC GPay txn 7822,BANKING
MSEB Electricity IN,UTILITIES
Ajio UPI 1767,SHOPPING
PVR Cinemas ACH 5085,ENTERTAINMENT
Employer Inc Bangalore,INCOME
More Supermarket Bangalore,GROCERIES
Landlord Mumbai,RENT
Coursera -promo,EDUCATION
Haldirams Bangalore,RESTAURANTS
More Supermarket online,GROCERIES
Netflix 981.37 INR,ENTERTAINMENT
NoBroker Rent UPI 6187,RENT
Headspace 5027.46,SUBSCRIPTIONS
Sony LIV IN,ENTERTAINMENT
Ola -promo,TRANSPORT
UpGrad NEFT 4898,EDUCATION
HDFC Payroll POS 9667,INCOME
Pharmeasy POS 3364,HEALTH
Fortis Hospital NEFT 2449,HEALTH
Salary Credit -promo,INCOME
NestAway Bangalore,RENT
Salary Credit online,INCOME
Flipkart #3081,SHOPPING
Zerodha -promo,INVESTMENT
Dropbox plan POS 2003,SUBSCRIPTIONS
ICICI Bank -promo,BANKING
Sharekhan -promo,INVESTMENT
Reliance Fuel GPay txn 9167,FUEL
Flipkart UPI 8426,SHOPPING
Rent Payment 6547.69 INR,RENT
Coursera ACH 8473,EDUCATION
Airport Taxi -promo,TRANSPORT
RedBus online,TRANSPORT
SBI Bank Mumbai,BANKING
Blinkit ACH 5287,GROCERIES
Indian Oil GPay txn 4170,FUEL
Ajio 3623.07,SHOPPING
NestAway online,RENT
1mg Pharmacy 5018.88 INR,HEALTH
College Fee IN,EDUCATION
Swiggy GPay txn 4607,RESTAURANTS
Ajio GPay txn 7701,SHOPPING
BWSSB Water 4695.32,UTILITIES
HDFC Securities +tax 1665.07,INVESTMENT
Flipkart Mumbai,SHOPPING
Udemy +tax 2923.62,EDUCATION
Netflix -promo,ENTERTAINMENT
Indian Coffee House Bangalore,RESTAURANTS
Barbeque Nation UPI 3047,RESTAURANTS
Zommato NEFT 1980,RESTAURANTS
Groww IN,INVESTMENT
Bharat Petroleum ACH 1845,FUEL
Nature's Basket #9249,GROCERIES
Unacademy IN,EDUCATION
Axis Bank UPI 2232,BANKING
NestAway NEFT 1470,RENT
HDFC Payroll GPay txn 120,INCOME
More Supermarket #7521,GROCERIES
NestAway #2740,RENT
Apartment Dues online,RENT
MSEB Electricity UPI 8287,UTILITIES
NestAway Bangalore,RENT
Cafe Coffee Day NEFT 1950,RESTAURANTS
Vistara NEFT 7534,TRAVEL
Yatra.com order 5562,TRAVEL
BESCOM order 8785,UTILITIES
Cult.fit UPI 6520,SUBSCRIPTIONS
Prime Music Mumbai,ENTERTAINMENT
Salary Credit ACH 4075,INCOME
Spotify UPI 3788,ENTERTAINMENT
Axis Bank GPay txn 8731,BANKING
Airtel Fiber online,UTILITIES
Apollo Clinic +tax 6086.43,HEALTH
Reliance Fuel Bangalore,FUEL
Cult.fit 7672.30 INR,SUBSCRIPTIONS
Pharmeasy ACH 7729,HEALTH
HPCL Fuel -promo,FUEL
NoBroker Rent 8314.90 INR,RENT
Rent Payment ACH 7080,RENT
BigBasket ACH 2124,GROCERIES
Rent Payment UPI 3924,RENT
Hotel Booking UPI 6631,TRAVEL
Swggy IN,RESTAURANTS
Indian Oil -promo,FUEL
Reliance Fuel #7438,FUEL
Mahanagar Gas ACH 237,UTILITIES
BigBasket Mumbai,GROCERIES
Cult.fit UPI 4019,SUBSCRIPTIONS
Bharat Petroleum 3641.09,FUEL
BigBasket GPay txn 3080,GROCERIES
Flipkart ACH 5912,SHOPPING
Hotel Booking 1608.36 INR,TRAVEL
Headspace +tax 9317.15,SUBSCRIPTIONS
Barbeque Nation +tax 5765.08,RESTAURANTS
Salary Credit +tax 4929.94,INCOME
BWSSB Water IN,UTILITIES
Zerodha ACH 535,INVESTMENT
Doctor Visit POS 395,HEALTH
Salary Credit online,INCOME
Axis Bank POS 6928,BANKING
Byju's ACH 4643,EDUCATION
Indian Oil 9203.58 INR,FUEL
Haldirams -promo,RESTAURANTS
Coursera POS 8847,EDUCATION
Yatra.com online,TRAVEL
HDFC Payroll NEFT 3638,INCOME
Indian Coffee House NEFT 273,RESTAURANTS
Byju's GPay txn 1276,EDUCATION
Apartment Dues POS 7687,RENT
Kotak Bank #7245,BANKING
Spotify NEFT 3738,ENTERTAINMENT
Airtel Fiber -promo,UTILITIES
Barbeque Nation Mumbai,RESTAURANTS
Reliance Fuel GPay txn 8370,FUEL
Yatra.com online,TRAVEL
Airtel Fiber POS 9355,UTILITIES
Paycheck +tax 205.83,INCOME
Sharekhan +tax 2573.71,INVESTMENT
Nykaa 2651.03,SHOPPING
Grocery Market NEFT 9107,GROCERIES
Cult.fit 1293.81,SUBSCRIPTIONS
PVR Cinemas NEFT 7188,ENTERTAINMENT
Reliance Fresh 9850.32 INR,GROCERIES
SBI Bank Mumbai,BANKING
MSEB Electricity 3551.01,UTILITIES
HDFC Bank ACH 9400,BANKING
PVR Cinemas #2348,ENTERTAINMENT
ICICI Bank online,BANKING
Myntra NEFT 3263,SHOPPING
NoBroker Rent #4951,RENT
Unacademy ACH 2440,EDUCATION
HDFC Payroll #5018,INCOME
Canva Pro online,SUBSCRIPTIONS
SBI Bank #8462,BANKING
Myntra +tax 3785.57,SHOPPING
BESCOM GPay txn 2510,UTILITIES
Byju's +tax 5383.63,EDUCATION
Mutual Fund Bangalore,INVESTMENT
JioFiber Bangalore,UTILITIES
IRCTC Mumbai,TRANSPORT
Hotel Booking order 9335,TRAVEL
MakeMyTrip NEFT 9365,TRAVEL
Flipkart online,SHOPPING
Pharmeasy 711.53 INR,HEALTH
Zerodha POS 4585,INVESTMENT
Unacademy NEFT 8974,EDUCATION
BWSSB Water +tax 8362.87,UTILITIES
Doctor Visit Bangalore,HEALTH
Ola Cabs 8423.88,TRANSPORT
IRCTC online,TRANSPORT
Tanishq 602.28 INR,SHOPPING
Udemy order 6363,EDUCATION
BESCOM IN,UTILITIES
Amazon Web Services -promo,SUBSCRIPTIONS
BESCOM 6137.61 INR,UTILITIES
Mutual Fund NEFT 4023,INVESTMENT
Unacademy Bangalore,EDUCATION
Yatra.com ACH 1338,TRAVEL
Hotel Booking order 5307,TRAVEL
Haldirams GPay txn 6205,RESTAURANTS
Fortis Hospital NEFT 4474,HEALTH
BWSSB Water ACH 4120,UTILITIES
BESCOM +tax 7798.92,UTILITIES
Reliance Fuel online,FUEL
Paycheck ACH 9513,INCOME
NoBroker Rent #5955,RENT
Dominos 5237.22 INR,RESTAURANTS
Paycheck -promo,INCOME
1mg Pharmacy -promo,HEALTH
Zerodha order 7596,INVESTMENT
OYO Rooms -promo,TRAVEL
ICICI Bank UPI 5701,BANKING
Apartment Dues order 8573,RENT
Bharat Petroleum order 8591,FUEL
Ajio NEFT 6955,SHOPPING
Mahanagar Gas +tax 7717.78,UTILITIES
Zepto App -promo,GROCERIES
Airport Taxi 4284.24,TRANSPORT
1mg Pharmacy ACH 6404,HEALTH
UpGrad Bangalore,EDUCATION
Zepto 8472.43 INR,GROCERIES
PVR Cinemas UPI 3816,ENTERTAINMENT
Haldirams online,RESTAURANTS
HDFC Payroll 2323.53,INCOME
Bharat Petroleum order 2464,FUEL
Landlord 9546.41 INR,RENT
Salary Credit Bangalore,INCOME
MakeMyTrip -promo,TRAVEL
Rapido NEFT 6912,TRANSPORT
Kotak Bank -promo,BANKING
Great Learning 8695.41,EDUCATION
Rapido GPay txn 4726,TRANSPORT
Airport Taxi Bangalore,TRANSPORT
School Payment -promo,EDUCATION
Unacademy POS 4763,EDUCATION
Flip cart NEFT 1105,SHOPPING
JioFiber 6690.50 INR,UTILITIES
Yatra.com #6481,TRAVEL
ICICI Bank UPI 3861,BANKING
Amazon Prime Video UPI 3615,ENTERTAINMENT
Dropbox plan online,SUBSCRIPTIONS
NestAway Bangalore,RENT
Airport Taxi POS 5156,TRANSPORT
Byju's 51.31,EDUCATION
RedBus GPay txn 4809,TRANSPORT
Doctor Visit 3869.27 INR,HEALTH
OYO Rooms order 5305,TRAVEL
Tanishq POS 9197,SHOPPING
Myntr 1013.07,SHOPPING
BigBasket 4762.90 INR,GROCERIES
Swiggy GPay txn 9334,RESTAURANTS
HPCL Fuel POS 1285,FUEL
Spotify UPI 3569,ENTERTAINMENT
HPCL Fuel ACH 5216,FUEL
GoFirst IN,TRAVEL
ICICI Payroll IN,INCOME
BookMyShow order 2754,ENTERTAINMENT
Grocery Market POS 9244,GROCERIES
Reliance Fuel 5195.18 INR,FUEL
Reliance Fresh GPay txn 7220,GROCERIES
Rent Payment GPay txn 6268,RENT
Yatra.com POS 8262,TRAVEL
Doctor Visit +tax 5747.96,HEALTH
Airport Taxi POS 9682,TRANSPORT
Kotak Bank GPay txn 6308,BANKING
Headspace UPI 2945,SUBSCRIPTIONS
Yatra.com +tax 7612.63,TRAVEL
Pharmeasy online,HEALTH
Reliance Fresh Mumbai,GROCERIES
Blinkit GPay txn 4053,GROCERIES
BESCOM GPay txn 2829,UTILITIES
School Payment order 2627,EDUCATION
NestAway order 4209,RENT
Employer Inc IN,INCOME
Barbeque Nation UPI 896,RESTAURANTS
BookMyShow +tax 5784.90,ENTERTAINMENT
Fortis Hospital POS 4072,HEALTH
Hotel Booking +tax 8512.33,TRAVEL
Barbeque Nation 4984.17 INR,RESTAURANTS
HDFC Securities 933.19 INR,INVESTMENT
Axis Bank GPay txn 7921,BANKING
SIP Investment 6492.62,INVESTMENT
Great Learning GPay txn 5887,EDUCATION
Apollo Clinic -promo,HEALTH
ICICI Direct IN,INVESTMENT
Axis Bank GPay txn 8034,BANKING
College Fee 4952.81,EDUCATION
Amazon India GPay txn 2029,SHOPPING
Coursera IN,EDUCATION
MSEB Electricity Bangalore,UTILITIES
PVR Cinemas Mumbai,ENTERTAINMENT
Groww +tax 1173.79,INVESTMENT
Uber Bangalore,TRANSPORT
Reliance Fuel IN,FUEL
Indian Oil Mumbai,FUEL
Fortis Hospital order 982,HEALTH
Motilal Oswal POS 8386,INVESTMENT
Ola 7740.22 INR,TRANSPORT
Grocery Market +tax 436.45,GROCERIES
Indian Oil order 1018,FUEL
JioFiber ACH 8603,UTILITIES
HDFC Securities IN,INVESTMENT
Indian Coffee House POS 8794,RESTAURANTS
Motilal Oswal order 4094,INVESTMENT
Indian Oil #556,FUEL
Paycheck order 5639,INCOME
Ajio NEFT 1314,SHOPPING
Haldirams #1450,RESTAURANTS
Angel One 6402.74 INR,INVESTMENT
Grocery Market UPI 165,GROCERIES
Netflix ACH 7010,ENTERTAINMENT
Indian Coffee House #1119,RESTAURANTS
UpGrad online,EDUCATION
Croma -promo,SHOPPING
Amazon Prime Video Bangalore,ENTERTAINMENT
Grocery Market Bangalore,GROCERIES
Indian Coffee House order 8732,RESTAURANTS
Apollo Clinic 3926.08,HEALTH
Haldirams Bangalore,RESTAURANTS
ICICI Payroll ACH 4232,INCOME
Zomato UPI 9220,RESTAURANTS
Ajio +tax 5050.29,SHOPPING
Pharmeasy ACH 5732,HEALTH
Canva Pro 3727.07 INR,SUBSCRIPTIONS
NoBroker Rent -promo,RENT
ICICI Bank online,BANKING
Rent Payment Mumbai,RENT
School Payment IN,EDUCATION
Disney+ Hotstar 2891.44 INR,ENTERTAINMENT
HDFC Securities UPI 1239,INVESTMENT
Disney+ Hotstar #4141,ENTERTAINMENT
1mg Pharmacy #9036,HEALTH
Landlord order 6192,RENT
Yatra.com ACH 5823,TRAVEL
Salary Credit -promo,INCOME
SIP Investment GPay txn 7455,INVESTMENT
Doctor Visit +tax 3748.15,HEALTH
Barbeque Nation GPay txn 548,RESTAURANTS
Bharat Petroleum GPay txn 3248,FUEL
Doctor Visit order 3759,HEALTH
Amazon Web Services order 4233,SUBSCRIPTIONS
MSEB Electricity online,UTILITIES
Reliance Fuel GPay txn 8496,FUEL
More Supermarket IN,GROCERIES
Doctor Visit online,HEALTH
Cult.fit Bangalore,SUBSCRIPTIONS
Croma IN,SHOPPING
Salary Credit UPI 2503,INCOME
NestAway Mumbai,RENT
Rent Payment #7185,RENT
Amazon Prime Video UPI 3736,ENTERTAINMENT
OYO Rooms online,TRAVEL
HDFC Payroll +tax 8397.32,INCOME
Vistara 7231.75,TRAVEL
BWSSB Water 4994.11,UTILITIES
Tanishq online,SHOPPING
Airport Taxi order 7413,TRANSPORT
Myntra -promo,SHOPPING
Ola NEFT 654,TRANSPORT
Paycheck #4679,INCOME
Rent Payment IN,RENT
ICICI Direct NEFT 2568,INVESTMENT
Disney+ Hotstar GPay txn 4764,ENTERTAINMENT
Upstox GPay txn 4279,INVESTMENT
Pharmeasy UPI 2801,HEALTH
Airport Taxi online,TRANSPORT
HDFC Payroll Bangalore,INCOME
Doctor Visit Mumbai,HEALTH
Haldirams -promo,RESTAURANTS
BigBasket Mumbai,GROCERIES
Kotak Bank ACH 445,BANKING
Employer Inc #9014,INCOME
HDFC Bank +tax 2062.32,BANKING
Hdfc Bank IN,BANKING
Bharat Petroleum order 6364,FUEL
Tanishq 6509.80,SHOPPING
UpGrad -promo,EDUCATION
Canva Pro POS 2644,SUBSCRIPTIONS
IRCTC POS 5793,TRANSPORT
Kotak Bank Bangalore,BANKING
BookMyShow Mumbai,ENTERTAINMENT
Gaana IN,ENTERTAINMENT
AWS Subscription UPI 2198,SUBSCRIPTIONS
SBI Bank order 6744,BANKING
Coursera +tax 3847.66,EDUCATION
IRCTC -promo,TRANSPORT
BWSSB Water Bangalore,UTILITIES
Coursera online,EDUCATION
Motilal Oswal Mumbai,INVESTMENT
Canva Pro #3507,SUBSCRIPTIONS
Dominos order 8704,RESTAURANTS
Headspace +tax 6063.74,SUBSCRIPTIONS
Swiggy 5123.69 INR,RESTAURANTS
BookMyShow -promo,ENTERTAINMENT
1mg Pharmacy ACH 6517,HEALTH
Flipkart NEFT 3654,SHOPPING
Netflix UPI 1602,ENTERTAINMENT
Groww 5426.65 INR,INVESTMENT
Indian Oil GPay txn 5433,FUEL
Bharat Petroleum UPI 5115,FUEL
Angel One online,INVESTMENT
Grocery Market Mumbai,GROCERIES
NestAway online,RENT
Spotify order 4953,ENTERTAINMENT
Flipkart NEFT 4822,SHOPPING
Salary Credit 5136.38,INCOME
Reliance Fuel -promo,FUEL
Dominos #7291,RESTAURANTS
SIP Investment Bangalore,INVESTMENT
1mg Pharmacy #4873,HEALTH
Prime Music order 5804,ENTERTAINMENT
Apartment Dues 9304.72 INR,RENT
Unacademy +tax 2132.41,EDUCATION
Vistara -promo,TRAVEL
Fortis Hospital IN,HEALTH
Reliance Fresh NEFT 6436,GROCERIES
Uber Mumbai,TRANSPORT
MSEB Electricity GPay txn 690,UTILITIES
Udemy IN,EDUCATION
Nature's Basket -promo,GROCERIES
Airtel Fiber POS 7103,UTILITIES
Swiggy -promo,RESTAURANTS
Fortis Hospital 1651.85 INR,HEALTH
Croma IN,SHOPPING
More Supermarket POS 6202,GROCERIES
ICICI Bank -promo,BANKING
Blinkit NEFT 1941,GROCERIES
Landlord 4450.99,RENT
Spotify GPay txn 7778,ENTERTAINMENT
Zommato UPI 7737,RESTAURANTS
SIP Investment Bangalore,INVESTMENT
NestAway IN,RENT
Employer Inc +tax 8447.65,INCOME
BESCOM order 8170,UTILITIES
SBI Bank NEFT 5932,BANKING
BookMyShow online,ENTERTAINMENT
Cafe Coffee Day ACH 709,RESTAURANTS
Reliance Fuel ACH 4785,FUEL
ICICI Bank 2037.29,BANKING
NestAway order 9504,RENT
ICICI Bank NEFT 7330,BANKING
IndiGo ACH 7615,TRAVEL
Amazon India order 4621,SHOPPING
Nykaa GPay txn 5876,SHOPPING
Pharmeasy 9658.18 INR,HEALTH
Byju's NEFT 5540,EDUCATION
IRCTC order 7820,TRANSPORT
IRCTC GPay txn 9618,TRANSPORT
College Fee NEFT 9650,EDUCATION
Nature's Basket GPay txn 5306,GROCERIES
Spotify NEFT 4473,ENTERTAINMENT
IndiGo NEFT 9923,TRAVEL
Ola POS 4744,TRANSPORT
Headspace +tax 5504.39,SUBSCRIPTIONS
ICICI Payroll NEFT 7104,INCOME
Fortis Hospital +tax 8492.14,HEALTH
Sharekhan NEFT 1444,INVESTMENT
HDFC Bank 4411.65,BANKING
Gaana order 3667,ENTERTAINMENT
Salary Credit 3443.21 INR,INCOME
Employer Inc GPay txn 3135,INCOME
Bharat Petroleum #1633,FUEL
Indian Oil order 4827,FUEL
Mahanagar Gas #8169,UTILITIES
Zomato NEFT 319,RESTAURANTS
Blinkit UPI 3628,GROCERIES
BWSSB Water -promo,UTILITIES
More Supermarket NEFT 4482,GROCERIES
IRCTC Mumbai,TRANSPORT
More Supermarket POS 6295,GROCERIES
NestAway +tax 8993.06,RENT
Indian Oil NEFT 9533,FUEL
Netflix 3457.42,ENTERTAINMENT
Airport Taxi #2957,TRANSPORT
Ola Cabs POS 5580,TRANSPORT
Groww POS 9770,INVESTMENT
Groww order 572,INVESTMENT
Apartment Dues IN,RENT
1mg Pharmacy 2302.79,HEALTH
Headspace Mumbai,SUBSCRIPTIONS
UpGrad +tax 1237.79,EDUCATION
SBI Bank online,BANKING
HPCL Fuel 4643.70 INR,FUEL
Great Learning -promo,EDUCATION
Mahanagar Gas Bangalore,UTILITIES
India Oil IN,FUEL
1mg Pharmacy +tax 4226.82,HEALTH
OYO Rooms online,TRAVEL
Prime Music 1045.12,ENTERTAINMENT
Reliance Fuel 5589.27 INR,FUEL
Haldirams ACH 6121,RESTAURANTS
SBI Bank UPI 2082,BANKING
Grocery Market IN,GROCERIES
YouTube Premium -promo,SUBSCRIPTIONS
Salary Credit ACH 6691,INCOME
Grocery Market GPay txn 7852,GROCERIES
Mutual Fund 3720.59 INR,INVESTMENT
Paycheck 3422.69,INCOME
Fortis Hospital ACH 4917,HEALTH
Udemy IN,EDUCATION
Vistara IN,TRAVEL
Indian Oil online,FUEL
Prime Music +tax 2037.47,ENTERTAINMENT
IndianOil Mumbai,FUEL
Myntra NEFT 4617,SHOPPING
Apartment Dues GPay txn 7192,RENT
Landlord Mumbai,RENT
Coursera Bangalore,EDUCATION
Vistara +tax 452.50,TRAVEL
Uber -promo,TRANSPORT
Nature's Basket ACH 8706,GROCERIES
Apollo Clinic GPay txn 9339,HEALTH
HDFC Payroll -promo,INCOME
Yatra.com POS 132,TRAVEL
Coursera ACH 1567,EDUCATION
Netflix POS 7977,ENTERTAINMENT
Mutual Fund ACH 9072,INVESTMENT
Canva Pro 375.08,SUBSCRIPTIONS
Sony LIV -promo,ENTERTAINMENT
UpGrad 3206.66,EDUCATION
NestAway order 8287,RENT
Haldirams ACH 367,RESTAURANTS
RedBus Bangalore,TRANSPORT
Airtel Fiber +tax 5328.54,UTILITIES
Canva Pro Mumbai,SUBSCRIPTIONS
Yatra.com +tax 6820.82,TRAVEL
Headspace 5398.78,SUBSCRIPTIONS
Hotel Booking GPay txn 9647,TRAVEL
Landlord Mumbai,RENT
College Fee Bangalore,EDUCATION
Disney+ Hotstar POS 6148,ENTERTAINMENT
Salary Credit POS 2341,INCOME
Disney+ Hotstar online,ENTERTAINMENT
Vistara 2080.99 INR,TRAVEL
Reliance Fuel IN,FUEL
Hotel Booking Bangalore,TRAVEL
Pharmeasy Bangalore,HEALTH
NestAway Bangalore,RENT
YouTube Premium IN,SUBSCRIPTIONS
HDFC Securities Bangalore,INVESTMENT
HPCL Fuel 9945.01 INR,FUEL
BWSSB Water NEFT 1231,UTILITIES
NestAway -promo,RENT
Hotel Booking NEFT 646,TRAVEL
UpGrad online,EDUCATION
Ola +tax 8908.58,TRANSPORT
Unacademy online,EDUCATION
Zerodha UPI 6391,INVESTMENT
Indian Oil #9694,FUEL
Zerodha -promo,INVESTMENT
Cult.fit POS 498,SUBSCRIPTIONS
Indian Oil UPI 8417,FUEL
Disney+ Hotstar online,ENTERTAINMENT
SIP Investment Mumbai,INVESTMENT
Byju's -promo,EDUCATION
JioFiber 5949.71,UTILITIES
BookMyShow #1373,ENTERTAINMENT
Barbeque Nation 2169.08 INR,RESTAURANTS
HPCL Fuel 2566.20,FUEL
RedBus IN,TRANSPORT
Reliance Fresh POS 8465,GROCERIES
Kotak Bank Mumbai,BANKING
More Supermarket -promo,GROCERIES
Nykaa -promo,SHOPPING
Fortis Hospital online,HEALTH
Disney+ Hotstar Mumbai,ENTERTAINMENT
Apollo Clinic 9112.69,HEALTH
Tanishq POS 7100,SHOPPING
Canva Pro Bangalore,SUBSCRIPTIONS
Rent Payment GPay txn 6545,RENT
NoBroker Rent ACH 7523,RENT
BigBasket Bangalore,GROCERIES
HDFC #5868,BANKING
Hotel Booking POS 877,TRAVEL
Barbeque Nation Bangalore,RESTAURANTS
Sharekhan #5394,INVESTMENT
School Payment ACH 2636,EDUCATION
Indian Oil +tax 7820.41,FUEL
BESCOM GPay txn 2926,UTILITIES
Rent Payment #6408,RENT
Airtel Fiber +tax 5674.39,UTILITIES
Salary Credit #385,INCOME
